Processed,ID,Req. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body,Highest Alert,Note,Tags
Processed,3689,Wed Aug 06 10:41:05 CDT 2025,GET,http://localhost:3000/assets/public/images/products/apple_pressings.jpg,200,OK,13,431,29163,,false,
Processed,3690,Wed Aug 06 10:41:05 CDT 2025,GET,http://localhost:3000/assets/public/images/products/banana_juice.jpg,200,OK,12,431,19833,Medium,false,
Processed,3691,Wed Aug 06 10:41:05 CDT 2025,GET,http://localhost:3000/assets/public/images/products/artwork2.jpg,200,OK,10,431,35878,Medium,false,
Processed,3692,Wed Aug 06 10:41:05 CDT 2025,GET,http://localhost:3000/assets/public/images/products/carrot_juice.jpeg,200,OK,14,431,19001,Medium,false,
Processed,3693,Wed Aug 06 10:41:05 CDT 2025,GET,http://localhost:3000/assets/public/images/products/eggfruit_juice.jpg,200,OK,7,431,15072,Medium,false,
Processed,3694,Wed Aug 06 10:41:05 CDT 2025,GET,http://localhost:3000/assets/public/images/products/fruit_press.jpg,200,OK,15,431,17080,Medium,false,
Processed,3695,Wed Aug 06 10:41:05 CDT 2025,GET,http://localhost:3000/assets/public/images/products/green_smoothie.jpg,200,OK,18,431,15910,Medium,false,
Processed,3696,Wed Aug 06 10:41:05 CDT 2025,GET,http://localhost:3000/assets/public/images/products/permafrost.jpg,200,OK,11,432,93641,Medium,false,
Processed,3697,Wed Aug 06 10:41:05 CDT 2025,GET,http://localhost:3000/assets/public/images/products/lemon_juice.jpg,200,OK,18,431,17038,Medium,false,
Processed,3698,Wed Aug 06 10:41:05 CDT 2025,GET,http://localhost:3000/assets/public/images/products/melon_bike.jpeg,200,OK,10,431,21524,Medium,false,
Processed,3699,Wed Aug 06 10:41:05 CDT 2025,GET,http://localhost:3000/styles.css,304,Not Modified,22,393,0,Medium,false,
Processed,3700,Wed Aug 06 10:41:05 CDT 2025,GET,http://localhost:3000/assets/public/images/products/fan_facemask.jpg,200,OK,10,431,26934,Medium,false,
Processed,3701,Wed Aug 06 10:41:06 CDT 2025,GET,http://localhost:3000/assets/i18n/en.json,304,Not Modified,6,392,0,Medium,false,
Processed,3702,Wed Aug 06 10:41:06 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02nHv,200,OK,12,230,96,Low,false,
Processed,3703,Wed Aug 06 10:41:06 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02nMJ&sid=ymzuJj0YN6PVFl-2AAAj,200,OK,738,229,1,Medium,false,
Processed,3704,Wed Aug 06 10:41:07 CDT 2025,GET,http://localhost:3000/assets/i18n/en.json,304,Not Modified,10,392,0,Medium,false,
Processed,3705,Wed Aug 06 10:41:08 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02nfJ,200,OK,3,230,96,Low,false,
Processed,3706,Wed Aug 06 10:41:08 CDT 2025,GET,http://localhost:3000/rest/admin/application-version,304,Not Modified,40,304,0,Medium,false,
Processed,3707,Wed Aug 06 10:41:08 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,16,306,0,Medium,false,
Processed,3708,Wed Aug 06 10:41:08 CDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,304,Not Modified,151,305,0,Medium,false,
Processed,3709,Wed Aug 06 10:41:08 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02nhJ&sid=ymzuJj0YN6PVFl-2AAAj,200,OK,48,229,1,Medium,false,
Processed,3710,Wed Aug 06 10:41:08 CDT 2025,GET,http://localhost:3000/rest/languages,304,Not Modified,121,306,0,Medium,false,
Processed,3711,Wed Aug 06 10:41:08 CDT 2025,GET,http://localhost:3000/rest/admin/application-version,304,Not Modified,75,304,0,Medium,false,
Processed,3712,Wed Aug 06 10:41:08 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,16,389,21730,Medium,false,
Processed,3713,Wed Aug 06 10:41:08 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,86,306,0,Medium,false,
Processed,3714,Wed Aug 06 10:41:08 CDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,200,OK,342,386,696,Medium,false,
Processed,3715,Wed Aug 06 10:41:08 CDT 2025,GET,http://localhost:3000/assets/public/images/JuiceShop_Logo.png,304,Not Modified,9,393,0,Medium,false,
Processed,3716,Wed Aug 06 10:41:09 CDT 2025,GET,http://localhost:3000/assets/i18n/en.json,304,Not Modified,4,392,0,Medium,false,
Processed,3717,Wed Aug 06 10:41:09 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02nxQ,200,OK,3,230,96,Low,false,
Processed,3718,Wed Aug 06 10:41:09 CDT 2025,GET,http://localhost:3000/rest/admin/application-version,304,Not Modified,10,304,0,Medium,false,
Processed,3719,Wed Aug 06 10:41:09 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,72,306,0,Medium,false,
Processed,3720,Wed Aug 06 10:41:09 CDT 2025,GET,http://localhost:3000/rest/languages,304,Not Modified,87,306,0,Medium,false,
Processed,3721,Wed Aug 06 10:41:09 CDT 2025,GET,http://localhost:3000/rest/admin/application-version,304,Not Modified,11,304,0,Medium,false,
Processed,3722,Wed Aug 06 10:41:09 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,29,306,0,Medium,false,
Processed,3723,Wed Aug 06 10:41:09 CDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,304,Not Modified,387,305,0,Medium,false,
Processed,3724,Wed Aug 06 10:41:09 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,92,389,21730,Medium,false,
Processed,3725,Wed Aug 06 10:41:09 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,9,306,0,Medium,false,
Processed,3726,Wed Aug 06 10:41:09 CDT 2025,GET,http://localhost:3000/rest/products/search?q=,304,Not Modified,237,306,0,Medium,false,
Processed,3727,Wed Aug 06 10:41:09 CDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,200,OK,457,386,696,Medium,false,
Processed,3728,Wed Aug 06 10:41:09 CDT 2025,GET,http://localhost:3000/api/Quantitys/,304,Not Modified,461,306,0,Medium,false,
Processed,3729,Wed Aug 06 10:41:10 CDT 2025,POST,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02oFJ&sid=JqykUOJOJ-WLchY5AAAl,200,OK,12,213,2,Medium,false,
Processed,3730,Wed Aug 06 10:41:10 CDT 2025,GET,http://localhost:3000/assets/public/images/JuiceShop_Logo.png,304,Not Modified,9,393,0,Medium,false,
Processed,3731,Wed Aug 06 10:41:10 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02oFU&sid=JqykUOJOJ-WLchY5AAAl,200,OK,8,230,32,Medium,false,
Processed,3732,Wed Aug 06 10:41:10 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=websocket&sid=JqykUOJOJ-WLchY5AAAl,101,Switching Protocols,18,129,0,Medium,false,
Processed,3733,Wed Aug 06 10:41:10 CDT 2025,GET,http://localhost:3000/rest/admin/application-version,304,Not Modified,8,304,0,Medium,false,
Processed,3734,Wed Aug 06 10:41:10 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,23,306,0,Medium,false,
Processed,3735,Wed Aug 06 10:41:11 CDT 2025,GET,http://localhost:3000/rest/admin/application-version,304,Not Modified,63,304,0,Medium,false,
Processed,3736,Wed Aug 06 10:41:11 CDT 2025,GET,http://localhost:3000/rest/languages,304,Not Modified,120,306,0,Medium,false,
Processed,3737,Wed Aug 06 10:41:11 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,22,306,0,Medium,false,
Processed,3738,Wed Aug 06 10:41:11 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,32,389,21730,Medium,false,
Processed,3739,Wed Aug 06 10:41:11 CDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,304,Not Modified,311,305,0,Medium,false,
Processed,3740,Wed Aug 06 10:41:11 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,9,306,0,Medium,false,
Processed,3741,Wed Aug 06 10:41:11 CDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,200,OK,349,386,696,Medium,false,
Processed,3742,Wed Aug 06 10:41:11 CDT 2025,GET,http://localhost:3000/rest/products/search?q=,304,Not Modified,62,306,0,Medium,false,
Processed,3743,Wed Aug 06 10:41:11 CDT 2025,GET,http://localhost:3000/assets/public/images/JuiceShop_Logo.png,304,Not Modified,45,393,0,Medium,false,
Processed,3744,Wed Aug 06 10:41:11 CDT 2025,GET,http://localhost:3000/api/Quantitys/,304,Not Modified,167,306,0,Medium,false,
Processed,3745,Wed Aug 06 10:41:12 CDT 2025,GET,http://localhost:3000/rest/products/search?q=,304,Not Modified,62,306,0,Medium,false,
Processed,3746,Wed Aug 06 10:41:12 CDT 2025,GET,http://localhost:3000/api/Quantitys/,304,Not Modified,150,306,0,Medium,false,
Processed,3747,Wed Aug 06 10:41:12 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=websocket&sid=e1uqSIJHSCOi9mCOAAAm,101,Switching Protocols,13,129,0,Medium,false,
Processed,3748,Wed Aug 06 10:41:12 CDT 2025,POST,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02oqG&sid=e1uqSIJHSCOi9mCOAAAm,200,OK,13,213,2,Medium,false,
Processed,3749,Wed Aug 06 10:41:12 CDT 2025,GET,http://localhost:3000/assets/public/images/products/apple_juice.jpg,304,Not Modified,16,392,0,Medium,false,
Processed,3750,Wed Aug 06 10:41:13 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02oqQ&sid=e1uqSIJHSCOi9mCOAAAm,200,OK,11,230,32,Medium,false,
Processed,3751,Wed Aug 06 10:41:13 CDT 2025,GET,http://localhost:3000/assets/public/images/products/apple_pressings.jpg,304,Not Modified,16,392,0,Medium,false,
Processed,3752,Wed Aug 06 10:41:13 CDT 2025,GET,http://localhost:3000/assets/public/images/products/banana_juice.jpg,304,Not Modified,10,392,0,Medium,false,
Processed,3753,Wed Aug 06 10:41:13 CDT 2025,GET,http://localhost:3000/assets/public/images/products/artwork2.jpg,304,Not Modified,4,392,0,Medium,false,
Processed,3754,Wed Aug 06 10:41:13 CDT 2025,GET,http://localhost:3000/assets/public/images/products/carrot_juice.jpeg,304,Not Modified,13,392,0,Medium,false,
Processed,3755,Wed Aug 06 10:41:13 CDT 2025,GET,http://localhost:3000/assets/public/images/products/fruit_press.jpg,304,Not Modified,3,392,0,Medium,false,
Processed,3756,Wed Aug 06 10:41:13 CDT 2025,GET,http://localhost:3000/assets/public/images/products/eggfruit_juice.jpg,304,Not Modified,18,392,0,Medium,false,
Processed,3757,Wed Aug 06 10:41:13 CDT 2025,GET,http://localhost:3000/assets/public/images/products/green_smoothie.jpg,304,Not Modified,292,392,0,Medium,false,
Processed,3758,Wed Aug 06 10:41:13 CDT 2025,GET,http://localhost:3000/assets/public/images/products/permafrost.jpg,304,Not Modified,292,393,0,Medium,false,
Processed,3759,Wed Aug 06 10:41:13 CDT 2025,GET,http://localhost:3000/assets/public/images/products/lemon_juice.jpg,304,Not Modified,3,392,0,Medium,false,
Processed,3760,Wed Aug 06 10:41:13 CDT 2025,POST,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02oyN&sid=PYO7Y-UHn_ZDAhd2AAAn,200,OK,20,213,2,Medium,false,
Processed,3761,Wed Aug 06 10:41:13 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02oz5&sid=PYO7Y-UHn_ZDAhd2AAAn,200,OK,9,230,32,Medium,false,
Processed,3762,Wed Aug 06 10:41:13 CDT 2025,GET,http://localhost:3000/assets/public/images/products/fan_facemask.jpg,304,Not Modified,11,392,0,Medium,false,
Processed,3763,Wed Aug 06 10:41:13 CDT 2025,GET,http://localhost:3000/assets/public/images/products/melon_bike.jpeg,304,Not Modified,25,392,0,Medium,false,
Processed,3764,Wed Aug 06 10:41:13 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=websocket&sid=PYO7Y-UHn_ZDAhd2AAAn,101,Switching Protocols,29,129,0,Medium,false,
Out of Scope,3765,Wed Aug 06 10:41:13 CDT 2025,GET,https://owasp-juice.shop/,403,Forbidden,0,130,40,,false,
Processed,3766,Wed Aug 06 10:41:14 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02p7Z&sid=JqykUOJOJ-WLchY5AAAl,200,OK,348,229,1,Medium,false,
Out of Scope,3767,Wed Aug 06 10:41:14 CDT 2025,GET,https://owasp-juice.shop/favicon.ico,403,Forbidden,0,130,40,,false,
Processed,3768,Wed Aug 06 10:41:14 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02pHr&sid=JqykUOJOJ-WLchY5AAAl,200,OK,78,229,1,Medium,false,
Processed,3769,Wed Aug 06 10:41:15 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,40,306,0,Medium,false,
Processed,3770,Wed Aug 06 10:41:15 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,19,306,0,Medium,false,
Processed,3771,Wed Aug 06 10:41:15 CDT 2025,GET,http://localhost:3000/assets/public/images/products/apple_juice.jpg,304,Not Modified,24,392,0,Medium,false,
Processed,3772,Wed Aug 06 10:41:16 CDT 2025,GET,http://localhost:3000/assets/public/images/products/apple_pressings.jpg,304,Not Modified,9,392,0,Medium,false,
Processed,3773,Wed Aug 06 10:41:16 CDT 2025,GET,http://localhost:3000/assets/public/images/products/banana_juice.jpg,304,Not Modified,3,392,0,Medium,false,
Processed,3774,Wed Aug 06 10:41:16 CDT 2025,GET,http://localhost:3000/assets/public/images/products/artwork2.jpg,304,Not Modified,5,392,0,Medium,false,
Processed,3775,Wed Aug 06 10:41:16 CDT 2025,GET,http://localhost:3000/assets/public/images/products/carrot_juice.jpeg,304,Not Modified,8,392,0,Medium,false,
Processed,3776,Wed Aug 06 10:41:16 CDT 2025,GET,http://localhost:3000/assets/public/images/products/eggfruit_juice.jpg,304,Not Modified,2,392,0,Medium,false,
Processed,3777,Wed Aug 06 10:41:16 CDT 2025,GET,http://localhost:3000/assets/public/images/products/fruit_press.jpg,304,Not Modified,4,392,0,Medium,false,
Processed,3778,Wed Aug 06 10:41:16 CDT 2025,GET,http://localhost:3000/assets/public/images/products/green_smoothie.jpg,304,Not Modified,10,392,0,Medium,false,
Processed,3779,Wed Aug 06 10:41:16 CDT 2025,GET,http://localhost:3000/assets/public/images/products/apple_juice.jpg,304,Not Modified,27,392,0,Medium,false,
Processed,3780,Wed Aug 06 10:41:16 CDT 2025,GET,http://localhost:3000/assets/public/images/products/permafrost.jpg,304,Not Modified,3,393,0,Medium,false,
Processed,3781,Wed Aug 06 10:41:16 CDT 2025,GET,http://localhost:3000/assets/public/images/products/lemon_juice.jpg,304,Not Modified,3,392,0,Medium,false,
Processed,3782,Wed Aug 06 10:41:16 CDT 2025,GET,http://localhost:3000/assets/public/images/products/apple_pressings.jpg,304,Not Modified,18,392,0,Medium,false,
Processed,3783,Wed Aug 06 10:41:16 CDT 2025,GET,http://localhost:3000/assets/public/images/products/banana_juice.jpg,304,Not Modified,28,392,0,Medium,false,
Processed,3784,Wed Aug 06 10:41:16 CDT 2025,GET,http://localhost:3000/assets/public/images/products/melon_bike.jpeg,304,Not Modified,7,392,0,Medium,false,
Processed,3785,Wed Aug 06 10:41:16 CDT 2025,GET,http://localhost:3000/assets/public/images/products/artwork2.jpg,304,Not Modified,9,392,0,Medium,false,
Processed,3786,Wed Aug 06 10:41:16 CDT 2025,GET,http://localhost:3000/assets/public/images/products/fan_facemask.jpg,304,Not Modified,3,392,0,Medium,false,
Processed,3787,Wed Aug 06 10:41:16 CDT 2025,GET,http://localhost:3000/assets/public/images/products/carrot_juice.jpeg,304,Not Modified,14,392,0,Medium,false,
Processed,3788,Wed Aug 06 10:41:16 CDT 2025,GET,http://localhost:3000/assets/public/images/products/eggfruit_juice.jpg,304,Not Modified,4,392,0,Medium,false,
Processed,3789,Wed Aug 06 10:41:16 CDT 2025,GET,http://localhost:3000/assets/public/images/products/fruit_press.jpg,304,Not Modified,6,392,0,Medium,false,
Processed,3790,Wed Aug 06 10:41:16 CDT 2025,GET,http://localhost:3000/assets/public/images/products/green_smoothie.jpg,304,Not Modified,2,392,0,Medium,false,
Processed,3791,Wed Aug 06 10:41:16 CDT 2025,GET,http://localhost:3000/assets/public/images/products/permafrost.jpg,304,Not Modified,11,393,0,Medium,false,
Processed,3792,Wed Aug 06 10:41:16 CDT 2025,GET,http://localhost:3000/assets/public/images/products/lemon_juice.jpg,304,Not Modified,7,392,0,Medium,false,
Processed,3793,Wed Aug 06 10:41:17 CDT 2025,GET,http://localhost:3000/assets/public/images/products/fan_facemask.jpg,304,Not Modified,5,392,0,Medium,false,
Processed,3794,Wed Aug 06 10:41:17 CDT 2025,GET,http://localhost:3000/assets/public/images/products/melon_bike.jpeg,304,Not Modified,23,392,0,Medium,false,
Processed,3795,Wed Aug 06 10:41:17 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02pv-&sid=e1uqSIJHSCOi9mCOAAAm,200,OK,261,229,1,Medium,false,
Processed,3796,Wed Aug 06 10:41:17 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02q1w&sid=e1uqSIJHSCOi9mCOAAAm,200,OK,10,229,1,Medium,false,
Processed,3797,Wed Aug 06 10:41:17 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02q0k&sid=PYO7Y-UHn_ZDAhd2AAAn,200,OK,387,229,1,Medium,false,
Processed,3798,Wed Aug 06 10:41:18 CDT 2025,GET,http://localhost:3000/,304,Not Modified,2,393,0,Medium,false,
Processed,3799,Wed Aug 06 10:41:19 CDT 2025,GET,http://localhost:3000/runtime.js,304,Not Modified,25,391,0,Medium,false,
Processed,3800,Wed Aug 06 10:41:19 CDT 2025,GET,http://localhost:3000/polyfills.js,304,Not Modified,7,392,0,Medium,false,
Processed,3801,Wed Aug 06 10:41:19 CDT 2025,GET,http://localhost:3000/main.js,304,Not Modified,11,393,0,Medium,false,
Processed,3802,Wed Aug 06 10:41:19 CDT 2025,GET,http://localhost:3000/vendor.js,304,Not Modified,7,394,0,Medium,false,
Processed,3803,Wed Aug 06 10:41:21 CDT 2025,GET,http://localhost:3000/,304,Not Modified,10,393,0,Medium,false,
Processed,3804,Wed Aug 06 10:41:21 CDT 2025,GET,http://localhost:3000/polyfills.js,304,Not Modified,14,392,0,Medium,false,
Processed,3805,Wed Aug 06 10:41:21 CDT 2025,GET,http://localhost:3000/runtime.js,304,Not Modified,24,391,0,Medium,false,
Processed,3806,Wed Aug 06 10:41:21 CDT 2025,GET,http://localhost:3000/main.js,304,Not Modified,5,393,0,Medium,false,
Processed,3807,Wed Aug 06 10:41:21 CDT 2025,GET,http://localhost:3000/vendor.js,304,Not Modified,3,394,0,Medium,false,
Processed,3808,Wed Aug 06 10:41:21 CDT 2025,GET,http://localhost:3000/styles.css,304,Not Modified,10,393,0,Medium,false,
Processed,3809,Wed Aug 06 10:41:22 CDT 2025,GET,http://localhost:3000/styles.css,304,Not Modified,12,393,0,Medium,false,
Out of Scope,3810,Wed Aug 06 10:41:23 CDT 2025,GET,https://www.youtube.com/watch?v=9PnbKL3wuH4,403,Forbidden,0,130,40,,false,
Processed,3811,Wed Aug 06 10:41:23 CDT 2025,GET,http://localhost:3000/assets/i18n/en.json,304,Not Modified,3,392,0,Medium,false,
Processed,3812,Wed Aug 06 10:41:23 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02rX2,200,OK,6,230,96,Low,false,
Processed,3813,Wed Aug 06 10:41:25 CDT 2025,GET,http://localhost:3000/rest/admin/application-version,304,Not Modified,9,304,0,Medium,false,
Processed,3814,Wed Aug 06 10:41:25 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,9,306,0,Medium,false,
Processed,3815,Wed Aug 06 10:41:25 CDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,304,Not Modified,96,305,0,Medium,false,
Processed,3816,Wed Aug 06 10:41:25 CDT 2025,GET,http://localhost:3000/rest/admin/application-version,304,Not Modified,38,304,0,Medium,false,
Processed,3817,Wed Aug 06 10:41:25 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,88,389,21730,Medium,false,
Processed,3818,Wed Aug 06 10:41:25 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,113,306,0,Medium,false,
Processed,3819,Wed Aug 06 10:41:25 CDT 2025,GET,http://localhost:3000/rest/languages,304,Not Modified,224,306,0,Medium,false,
Processed,3820,Wed Aug 06 10:41:25 CDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,200,OK,425,386,696,Medium,false,
Processed,3821,Wed Aug 06 10:41:25 CDT 2025,GET,http://localhost:3000/assets/public/images/JuiceShop_Logo.png,304,Not Modified,7,393,0,Medium,false,
Processed,3822,Wed Aug 06 10:41:26 CDT 2025,GET,http://localhost:3000/api/Quantitys/,304,Not Modified,56,306,0,Medium,false,
Processed,3823,Wed Aug 06 10:41:26 CDT 2025,GET,http://localhost:3000/rest/products/search?q=,304,Not Modified,24,306,0,Medium,false,
Processed,3824,Wed Aug 06 10:41:26 CDT 2025,GET,http://localhost:3000/assets/i18n/en.json,304,Not Modified,8,392,0,Medium,false,
Processed,3825,Wed Aug 06 10:41:26 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02sCm,200,OK,6,230,96,Low,false,
Processed,3826,Wed Aug 06 10:41:27 CDT 2025,POST,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02sLs&sid=euEiXYhyUm0KV8_7AAAr,200,OK,3,213,2,Medium,false,
Processed,3827,Wed Aug 06 10:41:27 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02sMO&sid=euEiXYhyUm0KV8_7AAAr,200,OK,3,230,32,Medium,false,
Processed,3828,Wed Aug 06 10:41:27 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=websocket&sid=euEiXYhyUm0KV8_7AAAr,101,Switching Protocols,11,129,0,Medium,false,
Processed,3829,Wed Aug 06 10:41:27 CDT 2025,GET,http://localhost:3000/rest/admin/application-version,304,Not Modified,16,304,0,Medium,false,
Processed,3830,Wed Aug 06 10:41:27 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,35,306,0,Medium,false,
Processed,3831,Wed Aug 06 10:41:27 CDT 2025,GET,http://localhost:3000/rest/admin/application-version,304,Not Modified,39,304,0,Medium,false,
Processed,3832,Wed Aug 06 10:41:27 CDT 2025,GET,http://localhost:3000/rest/languages,304,Not Modified,136,306,0,Medium,false,
Processed,3833,Wed Aug 06 10:41:27 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,7,306,0,Medium,false,
Processed,3834,Wed Aug 06 10:41:28 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,200,OK,45,389,21730,Medium,false,
Processed,3835,Wed Aug 06 10:41:28 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,21,306,0,Medium,false,
Processed,3836,Wed Aug 06 10:41:27 CDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,304,Not Modified,570,305,0,Medium,false,
Processed,3837,Wed Aug 06 10:41:28 CDT 2025,GET,http://localhost:3000/api/Challenges/?name=Score%20Board,200,OK,360,386,696,Medium,false,
Processed,3838,Wed Aug 06 10:41:28 CDT 2025,GET,http://localhost:3000/assets/public/images/JuiceShop_Logo.png,304,Not Modified,10,393,0,Medium,false,
Processed,3839,Wed Aug 06 10:41:29 CDT 2025,GET,http://localhost:3000/rest/products/search?q=,304,Not Modified,65,306,0,,false,
Processed,3840,Wed Aug 06 10:41:29 CDT 2025,GET,http://localhost:3000/api/Quantitys/,304,Not Modified,109,306,0,,false,
Processed,3841,Wed Aug 06 10:41:29 CDT 2025,GET,http://localhost:3000/assets/public/images/products/apple_juice.jpg,304,Not Modified,4,392,0,Medium,false,
Processed,3842,Wed Aug 06 10:41:29 CDT 2025,GET,http://localhost:3000/assets/public/images/products/banana_juice.jpg,304,Not Modified,13,392,0,Medium,false,
Processed,3843,Wed Aug 06 10:41:29 CDT 2025,GET,http://localhost:3000/assets/public/images/products/apple_pressings.jpg,304,Not Modified,10,392,0,Medium,false,
Processed,3844,Wed Aug 06 10:41:29 CDT 2025,GET,http://localhost:3000/assets/public/images/products/artwork2.jpg,304,Not Modified,4,392,0,Medium,false,
Processed,3845,Wed Aug 06 10:41:29 CDT 2025,GET,http://localhost:3000/assets/public/images/products/eggfruit_juice.jpg,304,Not Modified,5,392,0,Medium,false,
Processed,3846,Wed Aug 06 10:41:29 CDT 2025,GET,http://localhost:3000/assets/public/images/products/carrot_juice.jpeg,304,Not Modified,10,392,0,Medium,false,
Processed,3847,Wed Aug 06 10:41:29 CDT 2025,GET,http://localhost:3000/assets/public/images/products/fruit_press.jpg,304,Not Modified,16,392,0,Medium,false,
Processed,3848,Wed Aug 06 10:41:29 CDT 2025,GET,http://localhost:3000/assets/public/images/products/green_smoothie.jpg,304,Not Modified,4,392,0,Medium,false,
Processed,3849,Wed Aug 06 10:41:29 CDT 2025,GET,http://localhost:3000/assets/public/images/products/permafrost.jpg,304,Not Modified,10,393,0,Medium,false,
Processed,3850,Wed Aug 06 10:41:29 CDT 2025,GET,http://localhost:3000/assets/public/images/products/lemon_juice.jpg,304,Not Modified,3,392,0,Medium,false,
Processed,3851,Wed Aug 06 10:41:29 CDT 2025,GET,http://localhost:3000/assets/public/images/products/melon_bike.jpeg,304,Not Modified,10,392,0,Medium,false,
Processed,3852,Wed Aug 06 10:41:29 CDT 2025,GET,http://localhost:3000/assets/public/images/products/fan_facemask.jpg,304,Not Modified,4,392,0,Medium,false,
Out of Scope,3853,Wed Aug 06 10:41:29 CDT 2025,GET,https://www.youtube.com/watch?v=9PnbKL3wuH4,403,Forbidden,0,130,40,,false,
Processed,3854,Wed Aug 06 10:41:30 CDT 2025,POST,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02s_V&sid=_E-5qxhMkTQaF6XaAAAs,200,OK,16,213,2,Medium,false,
Processed,3855,Wed Aug 06 10:41:30 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=websocket&sid=_E-5qxhMkTQaF6XaAAAs,101,Switching Protocols,8,129,0,Medium,false,
Processed,3856,Wed Aug 06 10:41:30 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02t07&sid=_E-5qxhMkTQaF6XaAAAs,200,OK,3,230,32,Medium,false,
Processed,3857,Wed Aug 06 10:41:30 CDT 2025,GET,http://localhost:3000/socket.io/?EIO=4&transport=polling&t=PY02t5A&sid=euEiXYhyUm0KV8_7AAAr,200,OK,247,229,1,Medium,false,
Out of Scope,3858,Wed Aug 06 10:41:30 CDT 2025,GET,https://www.youtube.com/favicon.ico,403,Forbidden,0,130,40,,false,
Processed,3859,Wed Aug 06 10:41:31 CDT 2025,GET,http://localhost:3000/rest/admin/application-configuration,304,Not Modified,13,306,0,Medium,false,
Processed,3860,Wed Aug 06 10:41:32 CDT 2025,GET,http://localhost:3000/assets/public/images/products/apple_juice.jpg,304,Not Modified,7,392,0,Medium,false,
